100 3 10 4 48872000
39 1 7 5 158545000
40 12 10 3 5634000
100 12 10 5 398832000
39 2 39 2 20931000
43 1 43 2 25193000
33 1 33 3 19206000
17 1 17 1 4530000
34 2 34 3 19081000
10 1 4 3 3749000
93 1 13 9 27387317000
34 1 10 6 394954000
62 2 62 4 66344000
40 2 40 1 19061000
28 2 28 2 12589000
31 1 31 4 23592000
93 1 13 5 1684239000
10 2 10 3 4451000
33 1 33 2 21621000
23 1 23 2 15465000
98 4 26 4 95707000
39 2 39 4 24875000
36 11 12 3 8458000
13 1 13 3 5144000
10 1 4 6 20241000
36 8 36 3 19443000
38 1 11 2 7633000
72 12 36 3 25334000
43 1 43 3 33197000
89 1 89 3 114715000
