100 3 10 4 260866000
90 10 90 3 264086000
25 2 25 4 37023000
91 1 91 4 935382000
85 1 85 2 175740000
27 4 11 12 2529639000
99 1 99 2 297413000
39 2 39 3 157619000
22 2 22 3 108500000
57 2 57 3 2184415000
11 1 11 3 19731000
32 14 14 5 142268000
80 12 26 4 135168000
69 1 69 4 2665412000
43 1 43 3 21453493000
67 1 67 3 119661521000
63 3 15 4 394344000
48 34 18 6 315055000
24 3 7 7 220377000
86 2 86 2 11347745000
43 1 43 3 2273570000
86 1 23 6 406544090000
66 2 21 5 2076446000
79 1 79 3 217874954000
57 2 57 3 111930000
40 7 16 5 240890000
16 3 10 3 11457000
60 3 18 4 336323000
54 14 15 4 83821000
30 2 12 6 424634000
