100 3 10 4 49566000
39 1 7 5 196908000
67 1 67 3 1019446000
33 1 33 4 37543000
57 1 9 2 5403000
88 10 55 3 89426000
66 2 21 4 63899000
86 2 86 4 806496000
87 1 87 3 380242000
77 1 77 3 155272000
85 1 85 3 186541000
96 80 36 4 72705000
33 1 33 4 51213000
38 2 38 2 30700000
23 1 23 2 12036000
28 1 10 8 171548000
69 1 69 2 117219000
24 11 15 5 30712000
89 1 89 2 204017000
12 1 6 5 8679000
16 4 10 4 6516000
32 4 20 5 34764000
81 2 81 4 191641000
44 4 44 3 40138000
13 1 13 3 13872000
71 1 71 3 2585630000
31 1 31 3 22986000
10 2 10 2 3355000
75 2 11 8 445892000
73 1 73 3 822843000
