100 3 10 4 54191000
39 1 7 5 204120000
195 1 35 4 225228000
56 1 20 6 137217000
52 3 7 16 16870201000
145 1 145 2 609013000
194 2 194 2 938580000
98 2 98 4 910056000
163 1 163 3 69164810000
11 1 11 3 8765000
178 2 178 2 715781000
173 1 173 3 197929251000
126 12 63 3 125321000
51 1 51 3 64051000
67 1 67 4 1601847000
193 1 193 3 1226911000
47 1 47 2 52367000
194 2 194 3 26269814000
59 1 59 3 692692000
24 13 8 3 4763000
171 3 11 20 270034342000
51 1 51 3 78967000
129 1 17 6 7785245000
102 4 102 2 231614000
31 1 31 4 87896000
175 1 175 4 1060013000
159 1 159 3 707569000
20 5 20 2 9831000
195 2 195 4 1428177000
77 1 77 2 134789000
126 16 126 3 364965000
45 2 45 4 86116000
117 1 21 7 1461478000
15 1 15 3 9064000
119 1 119 3 429460000
200 42 14 16 22550919000
185 1 185 3 1179102000
65 1 65 3 105794000
41 1 41 3 101020000
58 1 16 6 1855460000
30 4 30 1 17566000
181 1 181 4 1145034000
137 1 137 4 44925707000
79 1 79 3 154316000
70 1 28 5 113272000
42 1 7 2 3468000
136 5 40 6 600385000
82 1 22 3 904054000
127 1 127 3 11254530000
158 2 158 2 1618260000
