100 3 10 4 245222000
126 7 21 3 78399000
94 1 25 8 525986131000
22 2 22 3 36261000
139 1 139 3 502928037000
12 1 6 4 26006000
144 95 42 6 2930556000
70 1 28 4 379773000
51 1 51 3 204997000
121 1 121 3 780588600000
162 46 21 4 371022000
136 7 40 5 3814304000
96 68 16 9 1426895000
90 2 36 3 144550000
154 4 154 3 555018000
100 8 100 3 261864000
77 1 77 3 160851000
82 1 22 4 5529459000
88 5 25 5 860467000
144 6 42 6 5286441000
77 1 77 2 139549000
130 1 52 4 180283000
104 14 104 3 216914000
133 1 133 3 533832000
196 3 52 4 36400521000
120 41 18 9 4158494000
182 4 182 4 2732183000
180 29 27 8 9391455000
12 1 6 4 20725000
58 2 58 4 1003593000
143 1 143 3 646480000
170 3 44 6 19485754000
22 2 22 4 89656000
142 1 37 4 298583456000
149 1 149 4 5876216273000
140 3 38 4 754725000
122 1 32 2 24949007000
124 3 34 6 64111048000
90 6 45 4 460528000
190 3 49 6 29138225000
197 1 197 3 3638758876000
119 1 119 2 221010000
30 2 12 6 124864000
154 3 40 6 9901626000
84 7 14 3 50251000
86 2 86 4 41773261000
71 1 71 2 14758367000
180 29 27 8 9046040000
167 1 167 2 1226454000
134 1 35 6 937943958000
