100 3 10 4 65850000
39 1 7 5 592488000
40 12 10 3 8661000
149 1 149 3 26010663000
180 5 45 5 437048000
155 2 155 3 920344000
124 2 124 4 2153889000
195 2 195 4 735605000
24 4 9 6 50563000
94 2 94 3 2685420000
112 23 70 2 62612000
175 2 175 3 336992000
164 5 164 3 621352000
180 26 36 2 30101000
97 1 97 3 35714446000
45 2 45 3 37224000
155 2 155 3 1025228000
102 2 30 5 1117357000
54 12 27 4 40749000
57 1 9 8 8605779000
196 4 196 3 435226000
130 1 52 3 172205000
198 4 198 3 519209000
78 3 39 3 36405000
115 1 115 3 167062000
187 1 187 2 487369000
185 1 185 3 434529000
97 1 97 2 124668000
79 1 79 3 27391222000
167 1 167 2 458191000
141 1 141 3 4041938000
198 3 51 6 2766581000
26 2 26 3 39588000
69 1 69 2 84640000
53 1 53 3 46392000
45 1 45 4 55614000
101 1 101 3 11821186000
140 9 56 4 298669000
65 1 65 3 67739000
129 1 17 5 32548915000
44 1 14 8 1635578000
136 11 85 4 91953000
112 20 70 3 69439000
71 1 71 3 14892147000
30 3 9 4 17278000
29 1 29 4 759932000
178 1 46 8 1692380039000
106 1 28 3 2868119000
85 1 85 4 316370000
167 1 167 3 56829473000
